txn_id,date,period,doc_type,doc_id,gl_account,gl_account_name,statement_section,counterparty_id,counterparty_name,counterparty_type,segment,category,sku,description,quantity,unit_price,amount,signed_amount,memo
TXN-0000115,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Smallwares,SKU-1025,Chef Knife,29,72.0959,2090.78,2090.78,
TXN-0000116,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Hotel & Hospitality,Smallwares,SKU-1025,COGS - Chef Knife,29,41.9912,1217.74,-1217.74,
TXN-0000117,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Disposables,SKU-1033,Takeout Container,105,41.3302,4339.67,4339.67,
TXN-0000118,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Hotel & Hospitality,Disposables,SKU-1033,COGS - Takeout Container,105,27.0085,2835.89,-2835.89,
TXN-0000119,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Smallwares,SKU-1026,Mixing Bowl Set,26,112.312,2920.11,2920.11,
TXN-0000120,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Hotel & Hospitality,Smallwares,SKU-1026,COGS - Mixing Bowl Set,26,66.3344,1724.69,-1724.69,
TXN-0000121,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Refrigeration,SKU-1007,Ice Machine,1,6534.8178,6534.82,6534.82,
TXN-0000122,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Hotel & Hospitality,Refrigeration,SKU-1007,COGS - Ice Machine,1,4976.6245,4976.62,-4976.62,
TXN-0000123,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Beverage Equipment,SKU-1020,Juice Dispenser,1,2488.5087,2488.51,2488.51,
TXN-0000124,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Hotel & Hospitality,Beverage Equipment,SKU-1020,COGS - Juice Dispenser,1,1821.014,1821.01,-1821.01,
TXN-0000125,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Janitorial & Chemicals,SKU-1042,Sanitizer Tablets,21,62.0829,1303.74,1303.74,
TXN-0000126,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Hotel & Hospitality,Janitorial & Chemicals,SKU-1042,COGS - Sanitizer Tablets,21,38.5965,810.53,-810.53,
TXN-0000127,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Smallwares,SKU-1025,Chef Knife,10,71.4225,714.22,714.22,
TXN-0000128,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Hotel & Hospitality,Smallwares,SKU-1025,COGS - Chef Knife,10,42.6628,426.63,-426.63,
TXN-0000129,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Cooking Equipment,SKU-1010,Convection Oven,2,6211.561,12423.12,12423.12,
TXN-0000130,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Hotel & Hospitality,Cooking Equipment,SKU-1010,COGS - Convection Oven,2,4807.9347,9615.87,-9615.87,
TXN-0000131,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Beverage Equipment,SKU-1018,Bulk Coffee Brewer,4,866.7994,3467.2,3467.2,
TXN-0000132,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Hotel & Hospitality,Beverage Equipment,SKU-1018,COGS - Bulk Coffee Brewer,4,642.6085,2570.43,-2570.43,
TXN-0000133,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Disposables,SKU-1040,Portion Cup,118,56.3222,6646.03,6646.03,
TXN-0000134,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Hotel & Hospitality,Disposables,SKU-1040,COGS - Portion Cup,118,37.2306,4393.21,-4393.21,
TXN-0000135,2024-09-18,2024-09,INVOICE,SO-202409-00005,4000,Product Revenue,Revenue,CUST-005,Bright Harbor Hotels,customer,Hotel & Hospitality,Cooking Equipment,SKU-1012,Deep Fryer,3,4260.4305,12781.29,12781.29,
TXN-0000136,2024-09-18,2024-09,INVOICE,SO-202409-00005,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Hotel & Hospitality,Cooking Equipment,SKU-1012,COGS - Deep Fryer,3,3306.1291,9918.39,-9918.39,
TXN-0000137,2024-09-22,2024-09,INVOICE,SO-202409-00006,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Smallwares,SKU-1025,Chef Knife,24,76.5212,1836.51,1836.51,
TXN-0000138,2024-09-22,2024-09,INVOICE,SO-202409-00006,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1025,COGS - Chef Knife,24,45.6796,1096.31,-1096.31,
TXN-0000139,2024-09-22,2024-09,INVOICE,SO-202409-00006,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Smallwares,SKU-1024,Sheet Pan,23,25.6221,589.31,589.31,
TXN-0000140,2024-09-22,2024-09,INVOICE,SO-202409-00006,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1024,COGS - Sheet Pan,23,15.081,346.86,-346.86,
TXN-0000141,2024-09-22,2024-09,INVOICE,SO-202409-00006,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Smallwares,SKU-1029,Cutting Board,30,30.7146,921.44,921.44,
TXN-0000142,2024-09-22,2024-09,INVOICE,SO-202409-00006,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1029,COGS - Cutting Board,30,18.0754,542.26,-542.26,
TXN-0000143,2024-09-22,2024-09,INVOICE,SO-202409-00006,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Disposables,SKU-1038,Deli Paper,73,36.206,2643.04,2643.04,
TXN-0000144,2024-09-22,2024-09,INVOICE,SO-202409-00006,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1038,COGS - Deli Paper,73,24.0859,1758.27,-1758.27,
TXN-0000145,2024-09-22,2024-09,INVOICE,SO-202409-00006,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Refrigeration,SKU-1003,Walk-In Cooler Panel,4,6279.1093,25116.44,25116.44,
TXN-0000146,2024-09-22,2024-09,INVOICE,SO-202409-00006,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Restaurant Group,Refrigeration,SKU-1003,COGS - Walk-In Cooler Panel,4,4839.8228,19359.29,-19359.29,
TXN-0000147,2024-09-22,2024-09,INVOICE,SO-202409-00006,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Cooking Equipment,SKU-1011,Countertop Griddle,2,1528.2065,3056.41,3056.41,
TXN-0000148,2024-09-22,2024-09,INVOICE,SO-202409-00006,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Restaurant Group,Cooking Equipment,SKU-1011,COGS - Countertop Griddle,2,1185.7908,2371.58,-2371.58,
TXN-0000149,2024-09-22,2024-09,INVOICE,SO-202409-00006,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Cooking Equipment,SKU-1015,Induction Range,2,5930.7809,11861.56,11861.56,
TXN-0000150,2024-09-22,2024-09,INVOICE,SO-202409-00006,5000,Product COGS,COGS,VEND-002,Kettleworks Manufacturing,vendor,Restaurant Group,Cooking Equipment,SKU-1015,COGS - Induction Range,2,4692.6584,9385.32,-9385.32,
TXN-0000151,2024-09-22,2024-09,INVOICE,SO-202409-00006,4000,Product Revenue,Revenue,CUST-006,Ridgeline Kitchens Group,customer,Restaurant Group,Smallwares,SKU-1026,Mixing Bowl Set,35,112.755,3946.42,3946.42,
TXN-0000152,2024-09-22,2024-09,INVOICE,SO-202409-00006,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1026,COGS - Mixing Bowl Set,35,66.9215,2342.25,-2342.25,
TXN-0000153,2024-09-12,2024-09,INVOICE,SO-202409-00007,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Disposables,SKU-1036,Foil Roll,89,30.4842,2713.1,2713.1,
TXN-0000154,2024-09-12,2024-09,INVOICE,SO-202409-00007,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Restaurant Group,Disposables,SKU-1036,COGS - Foil Roll,89,20.184,1796.38,-1796.38,
TXN-0000155,2024-09-12,2024-09,INVOICE,SO-202409-00007,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1023,Sauce Pan,19,106.5116,2023.72,2023.72,
TXN-0000156,2024-09-12,2024-09,INVOICE,SO-202409-00007,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1023,COGS - Sauce Pan,19,62.3424,1184.51,-1184.51,
TXN-0000157,2024-09-12,2024-09,INVOICE,SO-202409-00007,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1028,Hotel Pan,8,129.0464,1032.37,1032.37,
TXN-0000158,2024-09-12,2024-09,INVOICE,SO-202409-00007,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1028,COGS - Hotel Pan,8,76.1674,609.34,-609.34,
TXN-0000159,2024-09-12,2024-09,INVOICE,SO-202409-00007,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1030,Whisk,19,111.5364,2119.19,2119.19,
TXN-0000160,2024-09-12,2024-09,INVOICE,SO-202409-00007,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1030,COGS - Whisk,19,66.209,1257.97,-1257.97,
TXN-0000161,2024-09-12,2024-09,INVOICE,SO-202409-00007,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Smallwares,SKU-1026,Mixing Bowl Set,27,117.84,3181.68,3181.68,
TXN-0000162,2024-09-12,2024-09,INVOICE,SO-202409-00007,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Restaurant Group,Smallwares,SKU-1026,COGS - Mixing Bowl Set,27,69.7428,1883.05,-1883.05,
TXN-0000163,2024-09-12,2024-09,INVOICE,SO-202409-00007,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Beverage Equipment,SKU-1022,Draft Beer Cooler,4,3417.569,13670.28,13670.28,
TXN-0000164,2024-09-12,2024-09,INVOICE,SO-202409-00007,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Restaurant Group,Beverage Equipment,SKU-1022,COGS - Draft Beer Cooler,4,2545.6791,10182.72,-10182.72,
TXN-0000165,2024-09-12,2024-09,INVOICE,SO-202409-00007,4000,Product Revenue,Revenue,CUST-007,Ashgrove Dining Partners,customer,Restaurant Group,Refrigeration,SKU-1002,Undercounter Freezer,4,2882.0131,11528.05,11528.05,
TXN-0000166,2024-09-12,2024-09,INVOICE,SO-202409-00007,5000,Product COGS,COGS,VEND-001,Northline Cold Systems,vendor,Restaurant Group,Refrigeration,SKU-1002,COGS - Undercounter Freezer,4,2193.6109,8774.44,-8774.44,
TXN-0000167,2024-09-18,2024-09,INVOICE,SO-202409-00008,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Disposables,SKU-1036,Foil Roll,45,28.8371,1297.67,1297.67,
TXN-0000168,2024-09-18,2024-09,INVOICE,SO-202409-00008,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1036,COGS - Foil Roll,45,19.0034,855.15,-855.15,
TXN-0000169,2024-09-18,2024-09,INVOICE,SO-202409-00008,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Beverage Equipment,SKU-1020,Juice Dispenser,3,2457.0086,7371.03,7371.03,
TXN-0000170,2024-09-18,2024-09,INVOICE,SO-202409-00008,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Institutional,Beverage Equipment,SKU-1020,COGS - Juice Dispenser,3,1810.1169,5430.35,-5430.35,
TXN-0000171,2024-09-18,2024-09,INVOICE,SO-202409-00008,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Smallwares,SKU-1024,Sheet Pan,18,23.9822,431.68,431.68,
TXN-0000172,2024-09-18,2024-09,INVOICE,SO-202409-00008,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1024,COGS - Sheet Pan,18,14.2805,257.05,-257.05,
TXN-0000173,2024-09-18,2024-09,INVOICE,SO-202409-00008,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Smallwares,SKU-1026,Mixing Bowl Set,30,112.2713,3368.14,3368.14,
TXN-0000174,2024-09-18,2024-09,INVOICE,SO-202409-00008,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1026,COGS - Mixing Bowl Set,30,65.7249,1971.75,-1971.75,
TXN-0000175,2024-09-18,2024-09,INVOICE,SO-202409-00008,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Disposables,SKU-1034,Napkin Case,91,72.0789,6559.18,6559.18,
TXN-0000176,2024-09-18,2024-09,INVOICE,SO-202409-00008,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1034,COGS - Napkin Case,91,47.769,4346.98,-4346.98,
TXN-0000177,2024-09-18,2024-09,INVOICE,SO-202409-00008,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Janitorial & Chemicals,SKU-1041,Degreaser Concentrate,65,32.3983,2105.89,2105.89,
TXN-0000178,2024-09-18,2024-09,INVOICE,SO-202409-00008,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Institutional,Janitorial & Chemicals,SKU-1041,COGS - Degreaser Concentrate,65,20.27,1317.55,-1317.55,
TXN-0000179,2024-09-18,2024-09,INVOICE,SO-202409-00008,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Beverage Equipment,SKU-1022,Draft Beer Cooler,1,3130.9804,3130.98,3130.98,
TXN-0000180,2024-09-18,2024-09,INVOICE,SO-202409-00008,5000,Product COGS,COGS,VEND-003,Aurelio Beverage Systems,vendor,Institutional,Beverage Equipment,SKU-1022,COGS - Draft Beer Cooler,1,2335.9199,2335.92,-2335.92,
TXN-0000181,2024-09-18,2024-09,INVOICE,SO-202409-00008,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Disposables,SKU-1039,Straw Case,111,55.1998,6127.18,6127.18,
TXN-0000182,2024-09-18,2024-09,INVOICE,SO-202409-00008,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Institutional,Disposables,SKU-1039,COGS - Straw Case,111,36.0005,3996.05,-3996.05,
TXN-0000183,2024-09-18,2024-09,INVOICE,SO-202409-00008,4000,Product Revenue,Revenue,CUST-008,Northfield Medical Center,customer,Institutional,Smallwares,SKU-1030,Whisk,22,109.891,2417.6,2417.6,
TXN-0000184,2024-09-18,2024-09,INVOICE,SO-202409-00008,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Institutional,Smallwares,SKU-1030,COGS - Whisk,22,65.7132,1445.69,-1445.69,
TXN-0000185,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Smallwares,SKU-1024,Sheet Pan,63,23.1183,1456.45,1456.45,
TXN-0000186,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Distributor Resale,Smallwares,SKU-1024,COGS - Sheet Pan,63,13.7312,865.07,-865.07,
TXN-0000187,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Disposables,SKU-1036,Foil Roll,10,31.3974,313.97,313.97,
TXN-0000188,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Distributor Resale,Disposables,SKU-1036,COGS - Foil Roll,10,20.8482,208.48,-208.48,
TXN-0000189,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Disposables,SKU-1036,Foil Roll,22,29.1734,641.82,641.82,
TXN-0000190,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Distributor Resale,Disposables,SKU-1036,COGS - Foil Roll,22,19.4977,428.95,-428.95,
TXN-0000191,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Smallwares,SKU-1030,Whisk,43,110.9729,4771.84,4771.84,
TXN-0000192,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Distributor Resale,Smallwares,SKU-1030,COGS - Whisk,43,65.5172,2817.24,-2817.24,
TXN-0000193,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Smallwares,SKU-1027,Tongs,60,138.4916,8309.5,8309.5,
TXN-0000194,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Distributor Resale,Smallwares,SKU-1027,COGS - Tongs,60,80.5806,4834.84,-4834.84,
TXN-0000195,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Disposables,SKU-1035,Paper Cup Sleeve,85,26.8086,2278.73,2278.73,
TXN-0000196,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Distributor Resale,Disposables,SKU-1035,COGS - Paper Cup Sleeve,85,17.9023,1521.7,-1521.7,
TXN-0000197,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Janitorial & Chemicals,SKU-1042,Sanitizer Tablets,16,60.8367,973.39,973.39,
TXN-0000198,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Distributor Resale,Janitorial & Chemicals,SKU-1042,COGS - Sanitizer Tablets,16,37.9276,606.84,-606.84,
TXN-0000199,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Smallwares,SKU-1031,Ladle,85,109.7687,9330.34,9330.34,
TXN-0000200,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Distributor Resale,Smallwares,SKU-1031,COGS - Ladle,85,64.5635,5487.89,-5487.89,
TXN-0000201,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Disposables,SKU-1037,Glove Case,74,53.7708,3979.04,3979.04,
TXN-0000202,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Distributor Resale,Disposables,SKU-1037,COGS - Glove Case,74,35.7078,2642.38,-2642.38,
TXN-0000203,2024-09-09,2024-09,INVOICE,SO-202409-00009,4000,Product Revenue,Revenue,CUST-009,Stonecrest Resale Supply,customer,Distributor Resale,Disposables,SKU-1035,Paper Cup Sleeve,112,26.679,2988.04,2988.04,
TXN-0000204,2024-09-09,2024-09,INVOICE,SO-202409-00009,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Distributor Resale,Disposables,SKU-1035,COGS - Paper Cup Sleeve,112,17.3892,1947.58,-1947.58,
TXN-0000205,2024-09-02,2024-09,INVOICE,SO-202409-00010,4000,Product Revenue,Revenue,CUST-010,Lakeside Catering Co,customer,Independent Restaurant,Smallwares,SKU-1028,Hotel Pan,28,120.0538,3361.51,3361.51,
TXN-0000206,2024-09-02,2024-09,INVOICE,SO-202409-00010,5000,Product COGS,COGS,VEND-004,Halverson Smallwares,vendor,Independent Restaurant,Smallwares,SKU-1028,COGS - Hotel Pan,28,69.8464,1955.7,-1955.7,
TXN-0000207,2024-09-02,2024-09,INVOICE,SO-202409-00010,4000,Product Revenue,Revenue,CUST-010,Lakeside Catering Co,customer,Independent Restaurant,Disposables,SKU-1039,Straw Case,51,55.4416,2827.52,2827.52,
TXN-0000208,2024-09-02,2024-09,INVOICE,SO-202409-00010,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1039,COGS - Straw Case,51,36.6245,1867.85,-1867.85,
TXN-0000209,2024-09-02,2024-09,INVOICE,SO-202409-00010,4000,Product Revenue,Revenue,CUST-010,Lakeside Catering Co,customer,Independent Restaurant,Janitorial & Chemicals,SKU-1045,Mop Head,64,183.7545,11760.29,11760.29,
TXN-0000210,2024-09-02,2024-09,INVOICE,SO-202409-00010,5000,Product COGS,COGS,VEND-006,Clearline Chemical Co,vendor,Independent Restaurant,Janitorial & Chemicals,SKU-1045,COGS - Mop Head,64,114.4271,7323.33,-7323.33,
TXN-0000211,2024-09-02,2024-09,INVOICE,SO-202409-00010,4000,Product Revenue,Revenue,CUST-010,Lakeside Catering Co,customer,Independent Restaurant,Disposables,SKU-1040,Portion Cup,88,54.1589,4765.98,4765.98,
TXN-0000212,2024-09-02,2024-09,INVOICE,SO-202409-00010,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1040,COGS - Portion Cup,88,36.1132,3177.96,-3177.96,
TXN-0000213,2024-09-02,2024-09,INVOICE,SO-202409-00010,4000,Product Revenue,Revenue,CUST-010,Lakeside Catering Co,customer,Independent Restaurant,Disposables,SKU-1038,Deli Paper,94,36.73,3452.62,3452.62,
TXN-0000214,2024-09-02,2024-09,INVOICE,SO-202409-00010,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1038,COGS - Deli Paper,94,24.0149,2257.4,-2257.4,
TXN-0000215,2024-09-02,2024-09,INVOICE,SO-202409-00010,4000,Product Revenue,Revenue,CUST-010,Lakeside Catering Co,customer,Independent Restaurant,Disposables,SKU-1037,Glove Case,35,54.325,1901.38,1901.38,
TXN-0000216,2024-09-02,2024-09,INVOICE,SO-202409-00010,5000,Product COGS,COGS,VEND-005,Pinepoint Paper & Pack,vendor,Independent Restaurant,Disposables,SKU-1037,COGS - Glove Case,35,35.9808,1259.33,-1259.33,
